100
120
80
Degree,Service_Time,Time
152,232,40200
161,215,40400
170,203,40600
179,191,40800
188,181,41000
197,172,41200
206,165,41400
215,156,41600
224,150,41800
232,143,42000
241,138,42200
248,133,42400
253,129,42600
256,126,42800
256,125,43000
256,125,43200
256,125,43400
256,125,43600
256,125,43800
256,125,44000
256,125,44200
256,125,44400
256,125,44600
256,125,44800
256,125,45000
256,125,45200
256,125,45400
256,125,45600
256,125,45800
256,125,46000
256,125,46200
256,125,46400
256,125,46600
256,125,46800
256,125,47000
256,125,47200
256,125,47400
256,125,47600
256,125,47800
256,125,48000
256,125,48200
256,125,48400
256,125,48600
256,125,48800
256,125,49000
256,125,49200
256,125,49400
256,125,49600
256,125,49800
256,125,50000
256,125,50200
256,125,50400
256,125,50600
256,125,50800
256,125,51000
256,125,51200
256,126,51400
256,125,51600
256,125,51800
256,125,52000
256,125,52200
256,125,52400
256,125,52600
256,125,52800
256,125,53000
256,125,53200
256,125,53400
256,125,53600
256,125,53800
256,125,54000
256,125,54200
256,125,54400
256,125,54600
256,125,54800
256,125,55000
256,125,55200
256,125,55400
256,125,55600
256,125,55800
256,125,56000
256,125,56200
256,125,56400
256,125,56600
256,125,56800
256,125,57000
256,125,57200
256,125,57400
256,125,57600
256,125,57800
256,125,58000
256,125,58200
256,125,58400
256,125,58600
256,125,58800
256,125,59000
256,125,59200
256,125,59400
256,125,59600
256,125,59800
256,125,60000
256,125,60200
256,125,60400
256,125,60600
256,125,60800
256,125,61000
256,125,61200
256,125,61400
256,125,61600
256,125,61800
256,125,62000
256,125,62200
256,125,62400
256,126,62600
256,125,62800
256,125,63000
256,125,63200
256,125,63400
256,125,63600
256,125,63800
256,125,64000
256,125,64200
256,125,64400
256,125,64600
256,125,64800
256,125,65000
256,125,65200
256,125,65400
256,125,65600
256,125,65800
256,125,66000
256,125,66200
256,125,66400
256,125,66600
256,125,66800
256,125,67000
256,125,67200
256,125,67400
256,125,67600
256,125,67800
256,125,68000
256,125,68200
256,125,68400
256,125,68600
256,125,68800
256,125,69000
256,125,69200
256,125,69400
256,125,69600
256,125,69800
256,125,70000
256,125,70200
256,125,70400
256,125,70600
256,125,70800
256,125,71000
256,125,71200
256,125,71400
256,125,71600
256,125,71800
256,125,72000
256,125,72200
256,125,72400
256,125,72600
256,125,72800
256,125,73000
256,125,73200
256,125,73400
256,126,73600
256,125,73800
256,125,74000
256,125,74200
256,125,74400
256,125,74600
256,125,74800
256,125,75000
256,125,75200
256,125,75400
256,125,75600
256,125,75800
256,125,76000
256,125,76200
256,125,76400
256,125,76600
256,125,76800
256,125,77000
256,125,77200
256,125,77400
256,125,77600
256,125,77800
256,125,78000
256,125,78200
256,125,78400
256,125,78600
256,125,78800
256,125,79000
256,125,79200
256,125,79400
256,125,79600
256,125,79800
256,125,80000
256,125,80200
256,125,80400
256,125,80600
256,125,80800
256,125,81000
256,125,81200
256,125,81400
