1
1
Degree,Service_Time,Time
4,212,59200
4,209,59400
4,209,59600
4,209,59800
4,211,60000
4,210,60200
4,210,60400
4,210,60600
4,210,60800
4,210,61000
4,210,61200
4,209,61400
4,210,61600
4,211,61800
4,208,62000
4,216,62200
4,208,62400
4,209,62600
4,179,62800
4,179,63000
4,179,63200
4,179,63400
4,179,63600
4,179,63800
4,179,64000
4,162,64200
4,162,64400
4,167,64600
4,162,64800
4,162,65000
4,162,65200
4,162,65400
4,168,65600
4,168,65800
4,167,66000
4,161,66200
4,169,66400
4,173,66600
4,167,66800
4,167,67000
4,162,67200
4,229,67400
4,170,67600
4,169,67800
4,168,68000
4,180,68200
4,180,68400
4,178,68600
4,179,68800
4,179,69000
4,180,69200
4,179,69400
4,179,69600
4,179,69800
4,179,70000
4,179,70200
4,179,70400
4,179,70600
4,179,70800
4,179,71000
4,179,71200
4,179,71400
4,179,71600
4,179,71800
4,179,72000
4,239,72200
4,238,72400
4,239,72600
4,240,72800
4,239,73000
4,239,73200
4,239,73400
4,239,73600
4,239,73800
4,239,74000
4,239,74200
4,239,74400
4,239,74600
4,238,74800
4,240,75000
4,241,75200
4,240,75400
4,240,75600
4,240,75800
4,240,76000
4,210,76200
4,208,76400
4,210,76600
4,210,76800
4,210,77000
4,209,77200
4,208,77400
4,209,77600
4,210,77800
4,209,78000
4,209,78200
4,207,78400
4,209,78600
4,207,78800
4,208,79000
4,209,79200
4,208,79400
4,209,79600
4,209,79800
4,209,80000
4,210,80200
4,209,80400
4,210,80600
4,209,80800
4,209,81000
4,209,81200
4,205,81400
4,209,81600
4,179,81800
4,179,82000
4,178,82200
4,179,82400
4,179,82600
4,179,82800
4,181,83000
4,182,83200
4,180,83400
4,180,83600
4,180,83800
4,180,84000
4,212,84200
4,210,84400
4,211,84600
4,210,84800
4,209,85000
4,209,85200
4,209,85400
4,209,85600
4,209,85800
4,209,86000
4,209,86200
4,209,86400
4,209,86600
4,209,86800
4,209,87000
4,209,87200
4,209,87400
4,209,87600
4,209,87800
4,210,88000
4,209,88200
4,209,88400
4,209,88600
4,179,88800
4,179,89000
4,179,89200
4,179,89400
4,179,89600
4,179,89800
4,179,90000
4,179,90200
4,179,90400
4,179,90600
4,179,90800
4,179,91000
4,180,91200
4,180,91400
4,180,91600
4,180,91800
4,180,92000
4,183,92200
4,210,92400
4,210,92600
4,210,92800
4,209,93000
4,209,93200
4,209,93400
4,209,93600
4,209,93800
4,209,94000
4,209,94200
4,209,94400
4,209,94600
4,209,94800
4,209,95000
4,209,95200
4,209,95400
4,209,95600
4,209,95800
4,209,96000
4,211,96200
4,209,96400
4,209,96600
4,209,96800
4,209,97000
4,209,97200
4,209,97400
4,209,97600
4,209,97800
4,216,98000
4,209,98200
4,210,98400
4,179,98600
4,180,98800
4,180,99000
4,180,99200
4,179,99400
4,179,99600
4,180,99800
4,180,100000
4,180,100200
4,209,100400
4,209,100600
4,208,100800
4,209,101000
4,209,101200
4,209,101400
4,209,101600
4,209,101800
4,209,102000
4,209,102200
4,209,102400
4,209,102600
4,209,102800
4,209,103000
4,209,103200
4,209,103400
4,202,103600
4,202,103800
